pmid,start,end,set,mention,concept
10377440,160,228,train,deficiency of glycosyl phosphatidylinositol anchored proteins,glycosylphosphatidylinositol deficiency
10377440,263,298,train,paroxysmal nocturnal hemoglobinuria,"hemoglobinuria, paroxysmal"
10377440,321,342,train,glycosyl phosphatidylinositol-anchor deficiency,glycosylphosphatidylinositol deficiency
10377440,427,446,train,embryonic lethality,embryo loss
10377440,1394,1429,train,paroxysmal nocturnal hemoglobinuria,"hemoglobinuria, paroxysmal"
10381492,27,53,train,hereditary hemochromatosis,hemochromatosis
10381492,155,170,train,hemochromatosis,hemochromatosis
10381492,475,501,train,hereditary hemochromatosis,hemochromatosis
10382909,31,73,train,x-linked emery-dreifuss muscular dystrophy,"muscular dystrophy, emery-dreifuss"
10382909,209,242,train,emery-dreifuss muscular dystrophy,"muscular dystrophy, emery-dreifuss"
10382909,244,247,train,emery-dreifuss muscular dystrophy,"muscular dystrophy, emery-dreifuss"
10382909,365,377,train,x-linked emery-dreifuss muscular dystrophy,"muscular dystrophy, emery-dreifuss"
10382909,960,978,train,ankle contractures,contracture
10382909,983,998,train,muscle weakness,muscle weakness
10382910,30,72,train,x-linked emery-dreifuss muscular dystrophy,"muscular dystrophy, emery-dreifuss"
10382910,74,116,train,x-linked emery-dreifuss muscular dystrophy,"muscular dystrophy, emery-dreifuss"
10382910,118,122,train,emery-dreifuss muscular dystrophy,"muscular dystrophy, emery-dreifuss"
10382910,145,174,train,benign neuromuscular disorder,neuromuscular diseases
10382910,378,396,train,loss of ambulation,mobility limitation
10382910,408,422,train,muscle wasting,muscular atrophy
10382910,748,781,train,emery-dreifuss muscular dystrophy,"muscular dystrophy, emery-dreifuss"
10398279,63,78,train,prostate cancer,prostatic neoplasms
10398279,140,164,train,hereditary breast cancer,breast neoplasms
10398279,275,290,train,prostate cancer,prostatic neoplasms
10398279,435,450,train,prostate cancer,prostatic neoplasms
10398279,558,573,train,prostate cancer,prostatic neoplasms
10398279,808,823,train,prostate cancer,prostatic neoplasms
10398279,1149,1164,train,prostate cancer,prostatic neoplasms
10398279,1296,1322,train,breast and ovarian cancers,breast neoplasms|ovarian neoplasms
10398279,1391,1406,train,prostate cancer,prostatic neoplasms
10398436,61,75,train,hepatoblastoma,hepatoblastoma
10398436,77,91,train,hepatoblastoma,hepatoblastoma
10398436,102,130,train,malignant tumor of the liver,"liver neoplasms|mixed tumor, malignant"
10398436,254,259,train,tumor,neoplasms
10398436,289,315,train,adenomatous polyposis coli,adenomatous polyposis coli
10398436,415,424,train,adenomatous polyposis coli tumor,adenomatous polyposis coli
10398436,455,469,train,hepatoblastoma,hepatoblastoma
10398436,697,702,train,tumor,neoplasms
10398436,734,760,train,adenomatous polyposis coli,adenomatous polyposis coli
10398436,861,876,train,hepatoblastomas,hepatoblastoma
10398436,979,984,train,tumor,neoplasms
10398436,1100,1114,train,hepatoblastoma,hepatoblastoma
10398436,1220,1225,train,tumor,neoplasms
10403837,89,120,train,hereditary progressive dystonia,dystonic disorders
10403837,154,185,train,hereditary progressive dystonia,dystonic disorders
10403837,219,222,train,hereditary progressive dystonia,dystonic disorders
10403837,224,248,train,dopa-responsive dystonia,"dystonia, dopa-responsive"
10403837,250,253,train,dopa-responsive dystonia,"dystonia, dopa-responsive"
10403837,298,312,train,genetic defect,"genetic diseases, inborn"
10403837,1014,1017,train,hereditary progressive dystonia,dystonic disorders
10403837,1018,1021,train,dopa-responsive dystonia,"dystonia, dopa-responsive"
10404839,37,53,train,pendred syndrome,pendred syndrome
10404839,66,82,train,pendred syndrome,pendred syndrome
10404839,110,128,train,syndromic deafness,deafness
10404839,147,169,train,dyshormonogenic goiter,goiter
10404839,186,209,train,sensory-neural deafness,"hearing loss, sensorineural"
10404839,249,252,train,pendred syndrome,pendred syndrome
10404839,333,347,train,thyroid goiter,goiter
10404839,352,375,train,sensory-neural deafness,"hearing loss, sensorineural"
10404839,668,684,train,pendred syndrome,pendred syndrome
10406661,61,77,train,kniest dysplasia,kniest dysplasia
10406661,79,95,train,kniest dysplasia,kniest dysplasia
10406661,119,141,train,type ii collagenopathy,"collagenopathy, type 2 alpha 1"
10406661,183,197,train,kyphoscoliosis,kyphoscoliosis 1
10406661,199,217,train,midface hypoplasia,amme complex
10406661,226,232,train,myopia,myopia
10406661,238,250,train,hearing loss,hearing loss
10406661,405,421,train,kniest dysplasia,kniest dysplasia
10406661,772,788,train,kniest dysplasia,kniest dysplasia
10406661,899,915,train,kniest dysplasia,kniest dysplasia
10406661,1325,1341,train,kniest dysplasia,kniest dysplasia
10406661,1511,1527,train,kniest dysplasia,kniest dysplasia
10408771,0,22,train,classical galactosemia,galactosemias
10408771,98,120,train,classical galactosemia,galactosemias
10408771,2094,2106,train,galactosemia,galactosemias
10408776,17,20,train,von hippel-lindau,von hippel-lindau disease
10408776,29,58,train,sporadic renal cell carcinoma,"carcinoma, renal cell"
10408776,92,95,train,von hippel-lindau,von hippel-lindau disease
10408776,119,122,train,"carcinoma, renal cell","carcinoma, renal cell"
10408776,161,178,train,von hippel-lindau,von hippel-lindau disease
10408776,180,183,train,von hippel-lindau,von hippel-lindau disease
10408776,235,256,train,renal cell carcinomas,"carcinoma, renal cell"
10408776,278,287,train,von hippel-lindau  tumor,von hippel-lindau disease
10408776,663,666,train,von hippel-lindau,von hippel-lindau disease
10408776,700,733,train,nonpapillary renal cell carcinoma,"carcinoma, renal cell"
10408776,735,738,train,"carcinoma, renal cell","carcinoma, renal cell"
10408776,828,831,train,von hippel-lindau,von hippel-lindau disease
10408776,1147,1150,train,von hippel-lindau,von hippel-lindau disease
10408776,1180,1192,train,"sporadic carcinoma, renal cell","carcinoma, renal cell"
10408776,1342,1345,train,"carcinoma, renal cell","carcinoma, renal cell"
10408776,1349,1352,train,von hippel-lindau,von hippel-lindau disease
10408776,1409,1412,train,"carcinoma, renal cell","carcinoma, renal cell"
10408776,1443,1446,train,von hippel-lindau,von hippel-lindau disease
10408776,1651,1654,train,"carcinoma, renal cell","carcinoma, renal cell"
10408776,1658,1661,train,von hippel-lindau,von hippel-lindau disease
10411929,36,60,train,chediak-higashi syndrome,chediak-higashi syndrome
10411929,393,417,train,chediak-higashi syndrome,chediak-higashi syndrome
10411929,419,422,train,chediak-higashi syndrome,chediak-higashi syndrome
10411929,430,448,train,inherited disorder,"genetic diseases, inborn"
10411929,672,700,train,lymphoproliferative syndrome,lymphoproliferative disorders
10411929,706,722,train,hemophagocytosis,"lymphohistiocytosis, hemophagocytic"
10411929,749,752,train,chediak-higashi syndrome,chediak-higashi syndrome
10411929,821,849,train,lymphoproliferative syndrome,lymphoproliferative disorders
10411929,923,926,train,chediak-higashi syndrome,chediak-higashi syndrome
10411929,1134,1137,train,chediak-higashi syndrome,chediak-higashi syndrome
10411929,1179,1206,train,lymphoproliferative disease,lymphoproliferative disorders
10417279,61,89,train,pelizaeus-merzbacher disease,pelizaeus-merzbacher disease
10417279,244,272,train,brain dysmyelinating disease,hereditary central nervous system demyelinating diseases
10417279,274,302,train,pelizaeus-merzbacher disease,pelizaeus-merzbacher disease
10417279,304,307,train,pelizaeus-merzbacher disease,pelizaeus-merzbacher disease
10417279,315,359,train,x-linked developmental defect of myelination,hereditary central nervous system demyelinating diseases
10417279,506,509,train,pelizaeus-merzbacher disease,pelizaeus-merzbacher disease
10417280,27,62,train,prader-willi and angelman syndromes,prader-willi syndrome|angelman syndrome
10417280,157,178,train,prader-willi syndrome,prader-willi syndrome
10417280,180,183,train,"prader-willi syndrome
",prader-willi syndrome
10417280,189,206,train,angelman syndrome,angelman syndrome
10417280,208,210,train,angelman syndrome,angelman syndrome
10417280,225,250,train,neurobehavioral disorders,neurobehavioral manifestations
10417280,1159,1162,train,"prader-willi syndrome
",prader-willi syndrome
10417280,1163,1165,train,angelman syndrome,angelman syndrome
10417286,50,72,train,van der woude syndrome,van der woude syndrome
10417286,126,138,train,cleft palate,cleft palate
10417286,156,178,train,van der woude syndrome,van der woude syndrome
10417286,180,183,train,van der woude syndrome,van der woude syndrome
10417286,240,276,train,pits and/or sinuses of the lower lip,lip diseases
10417286,278,294,train,cleft lip/palate,cleft lip|cleft palate
10417286,296,300,train,cleft lip/palate,cleft lip|cleft palate
10417286,303,315,train,cleft palate,cleft palate
10417286,317,319,train,cleft palate,cleft palate
10417286,322,333,train,bifid uvula,"ascending aortic aneurysm, hypertelorism, bifid uvula, cleft palate, and arterial tortuosity"
10417286,339,349,train,hypodontia,anodontia
10417286,351,352,train,h,anodontia
10417286,373,376,train,van der woude syndrome,van der woude syndrome
10417286,454,458,train,cleft lip/palate,cleft lip|cleft palate
10417286,463,465,train,cleft palate,cleft palate
10417286,524,526,train,cleft palate,cleft palate
10417286,550,553,train,van der woude syndrome,van der woude syndrome
10417286,593,599,train,clefts,cleft lip|cleft palate
10417286,759,762,train,van der woude syndrome,van der woude syndrome
10417286,809,811,train,cleft palate,cleft palate
10417286,881,884,train,van der woude syndrome,van der woude syndrome
10417286,960,963,train,van der woude syndrome,van der woude syndrome
10417286,1009,1011,train,cleft palate,cleft palate
10417286,1102,1105,train,van der woude syndrome,van der woude syndrome
10425038,112,133,train,ataxia-telangiectasia,ataxia telangiectasia
10425038,332,335,train,a-t,ataxia telangiectasia
10426139,35,50,train,mcleod syndrome,mcleod syndrome
10426139,152,167,train,mcleod syndrome,mcleod syndrome
10426139,206,222,train,muscular atrophy,muscular atrophy
10426139,224,240,train,choreic movement,chorea
10426139,289,303,train,acanthocytosis,abetalipoproteinemia
10426139,690,696,train,mcleod,mcleod syndrome
10426999,101,106,train,tumor,neoplasms
10426999,137,172,train,familial breast and ovarian cancers,hereditary breast and ovarian cancer syndrome
10426999,515,528,train,breast cancer,breast neoplasms
10429004,94,130,train,phenylalanine hydroxylase deficiency,phenylketonurias
10429004,148,172,train,maternal phenylketonuria,"phenylketonuria, maternal"
10429004,332,356,train,maternal phenylketonuria,"phenylketonuria, maternal"
10429004,358,361,train,phenylketonuria,phenylketonurias
10429004,417,438,train,hyperphenylalaninemic,phenylketonurias
10429004,463,475,train,maternal phenylketonuria,"phenylketonuria, maternal"
10429004,758,761,train,phenylketonuria,phenylketonurias
10429004,772,775,train,phenylketonuria,phenylketonurias
10429004,782,785,train,phenylketonuria,phenylketonurias
10429004,791,817,train,mild hyperphenylalaninemia,phenylketonurias
10429004,819,822,train,mild hyperphenylalaninemia,phenylketonurias
10429004,1374,1387,train,phenylalanine hydroxylase-deficient,phenylketonurias
10429004,1410,1413,train,phenylketonuria,phenylketonurias
10429004,1445,1448,train,mild hyperphenylalaninemia,phenylketonurias
10429004,1468,1471,train,phenylketonuria,phenylketonurias
10429004,1528,1531,train,phenylketonuria,phenylketonurias
10429004,1556,1559,train,phenylketonuria,phenylketonurias
10429004,1606,1609,train,phenylketonuria,phenylketonurias
10429004,1669,1672,train,phenylketonuria,phenylketonurias
10429004,1859,1862,train,phenylketonuria,phenylketonurias
10429004,2011,2035,train,maternal phenylketonuria,"phenylketonuria, maternal"
10429004,2191,2194,train,phenylketonuria,phenylketonurias
10429004,2417,2420,train,phenylketonuria,phenylketonurias
10430841,0,20,train,spinal xanthomatosis,xanthomatosis
10430841,35,65,train,cerebrotendinous xanthomatosis,"xanthomatosis, cerebrotendinous"
10430841,152,172,train,spinal cord syndrome,spinal cord diseases
10430841,225,255,train,cerebrotendinous xanthomatosis,"xanthomatosis, cerebrotendinous"
10430841,257,260,train,cerebrotendinous xanthomatosis,"xanthomatosis, cerebrotendinous"
10430841,280,306,train,white matter abnormalities,central nervous system diseases
10430841,523,543,train,spinal xanthomatosis,xanthomatosis
10430841,594,597,train,cerebrotendinous xanthomatosis,"xanthomatosis, cerebrotendinous"
10430841,655,673,train,chronic myelopathy,chronic disease|spinal cord diseases
10430930,78,113,train,prader-willi and angelman syndromes,prader-willi syndrome|angelman syndrome
10430930,115,136,train,prader-willi syndrome,prader-willi syndrome
10430930,138,141,train,"prader-willi syndrome
",prader-willi syndrome
10430930,147,164,train,angelman syndrome,angelman syndrome
10430930,166,168,train,angelman syndrome,angelman syndrome
10430930,568,571,train,"prader-willi syndrome
",prader-willi syndrome
10430930,576,578,train,angelman syndrome,angelman syndrome
10430930,815,818,train,"prader-willi syndrome
",prader-willi syndrome
10430930,819,821,train,angelman syndrome,angelman syndrome
10430930,988,991,train,"prader-willi syndrome
",prader-willi syndrome
10430930,996,998,train,angelman syndrome,angelman syndrome
10430930,1073,1075,train,angelman syndrome,angelman syndrome
10430930,1368,1371,train,"prader-willi syndrome
",prader-willi syndrome
10434119,28,50,train,van der woude syndrome,van der woude syndrome
10434119,137,159,train,van der woude syndrome,van der woude syndrome
10434119,161,164,train,van der woude syndrome,van der woude syndrome
10434119,188,225,train,autosomal dominant clefting condition,van der woude syndrome
10434119,252,264,train,mucous cysts,mucocele
10434119,266,280,train,lower-lip pits,van der woude syndrome
10434119,286,317,train,clefts to the lip and/or palate,cleft lip|cleft palate
10434119,323,326,train,van der woude syndrome,van der woude syndrome
10434119,444,447,train,van der woude syndrome,van der woude syndrome
10434119,487,510,train,cleft lip and/or palate,cleft lip|cleft palate
10434119,644,647,train,van der woude syndrome,van der woude syndrome
10434119,1044,1047,train,van der woude syndrome,van der woude syndrome
10441329,35,49,train,wilson disease,hepatolenticular degeneration
10441329,67,100,train,intracellular copper accumulation,"copper deficiency, familial benign"
10441329,105,146,train,late-onset hepatic nodular transformation,focal nodular hyperplasia
10441329,317,331,train,wilson disease,hepatolenticular degeneration
10441329,335,359,train,copper toxicity disorder,"copper deficiency, familial benign"
10441329,443,482,train,hepatic and neuro-logical abnormalities,liver diseases|nervous system diseases
10441329,637,651,train,wilson disease,hepatolenticular degeneration
10441329,980,996,train,copper deficient,"copper deficiency, familial benign"
10441329,998,1025,train,morphological abnormalities,congenital abnormalities
10441329,1037,1046,train,cirrhosis,liver cirrhosis
10441329,1193,1219,train,neurological abnormalities,neurologic manifestations
10441329,1224,1242,train,growth retardation,growth disorders
10441329,1261,1278,train,copper deficiency,"copper deficiency, familial benign"
10441329,1451,1474,train,cirrhotic liver disease,liver cirrhosis
10441329,1490,1504,train,wilson disease,hepatolenticular degeneration
10441343,7,29,train,machado-joseph disease,machado-joseph disease
10441343,180,210,train,trinucleotide repeat disorders,"genetic diseases, inborn"
10441343,296,318,train,machado-joseph disease,machado-joseph disease
10441343,320,323,train,machado-joseph disease,machado-joseph disease
10441343,452,455,train,machado-joseph disease,machado-joseph disease
10441343,1588,1591,train,machado-joseph disease,machado-joseph disease
10441571,71,84,train,eye anomalies,eye abnormalities
10441571,195,211,train,ocular anomalies,eye abnormalities
10441571,223,231,train,aniridia,aniridia
10441571,233,247,train,peters anomaly,peters anomaly
10441571,249,266,train,corneal dystrophy,"corneal dystrophies, hereditary"
10441571,268,287,train,congenital cataract,cataract
10441571,293,310,train,foveal hypoplasia,foveal hypoplasia and presenile cataract syndrome
10441571,1050,1064,train,peters anomaly,peters anomaly
10441571,1066,1085,train,congenital cataract,cataract
10441571,1087,1104,train,axenfeldt anomaly,axenfeld-rieger syndrome
10441571,1113,1130,train,foveal hypoplasia,foveal hypoplasia and presenile cataract syndrome
10441573,59,72,train,breast cancer,breast neoplasms
10441573,77,91,train,ovarian cancer,ovarian neoplasms
10441573,156,187,train,inherited breast-ovarian cancer,hereditary breast and ovarian cancer syndrome
10441573,444,459,train,ovarian cancers,ovarian neoplasms
10441573,492,498,train,cancer,neoplasms
10441573,655,683,train,breast and/or ovarian cancer,breast neoplasms|ovarian neoplasms
10441573,1069,1097,train,breast and/or ovarian cancer,breast neoplasms|ovarian neoplasms
10441573,1104,1119,train,ovarian cancers,ovarian neoplasms
10441573,1125,1139,train,breast cancers,breast neoplasms
10441573,1187,1200,train,breast cancer,breast neoplasms
10441573,1205,1219,train,ovarian cancer,ovarian neoplasms
10446987,4,35,train,dermatofibrosarcoma protuberans,dermatofibrosarcoma protuberans
10446987,201,232,train,dermatofibrosarcoma protuberans,dermatofibrosarcoma protuberans
10446987,234,238,train,dermatofibrosarcoma protuberans,dermatofibrosarcoma protuberans
10446987,1365,1371,train,tumors,neoplasms
10446987,1416,1421,train,tumor,neoplasms
10446987,1527,1531,train,dermatofibrosarcoma protuberans,dermatofibrosarcoma protuberans
10446987,1547,1552,train,tumor,neoplasms
10446987,1742,1746,train,dermatofibrosarcoma protuberans,dermatofibrosarcoma protuberans
10446987,1751,1775,train,giant cell fibroblastoma,dermatofibrosarcoma protuberans
10447258,44,62,train,zellweger syndrome,zellweger syndrome
10447258,68,97,train,zellweger spectrum of disease,zellweger syndrome
10447258,112,130,train,zellweger syndrome,zellweger syndrome
10447258,174,203,train,neonatal adrenoleukodystrophy,"adrenoleukodystrophy, autosomal neonatal form"
10447258,208,232,train,infantile refsum disease,"refsum disease, infantile"
10447258,697,715,train,zellweger syndrome,zellweger syndrome
10447258,799,817,train,zellweger syndrome,zellweger syndrome
10447258,999,1017,train,zellweger syndrome,zellweger syndrome
10447258,1408,1426,train,zellweger syndrome,zellweger syndrome
10447258,1539,1557,train,zellweger syndrome,zellweger syndrome
10447259,23,47,train,wiskott-aldrich syndrome,wiskott-aldrich syndrome
10447259,139,163,train,wiskott-aldrich syndrome,wiskott-aldrich syndrome
10447259,165,168,train,wiskott-aldrich syndrome,wiskott-aldrich syndrome
10447259,176,211,train,x-linked recessive immunodeficiency,x-linked combined immunodeficiency diseases
10447259,229,245,train,thrombocytopenia,thrombocytopenia
10447259,247,253,train,eczema,eczema
10447259,312,315,train,wiskott-aldrich syndrome,wiskott-aldrich syndrome
10447259,1488,1491,train,wiskott-aldrich syndrome,wiskott-aldrich syndrome
10447259,1589,1592,train,x-linked thrombocytopenia,thrombocytopenia
10449429,88,115,train,duchenne muscular dystrophy,"muscular dystrophy, duchenne"
10449429,117,120,train,"duchenne muscular dystrophy
","muscular dystrophy, duchenne"
10449429,512,515,train,"duchenne muscular dystrophy
","muscular dystrophy, duchenne"
10449429,1005,1020,train,muscular injury,wounds and injuries
10449429,1245,1263,train,muscular dystrophy,muscular dystrophies
10449429,1392,1395,train,"duchenne muscular dystrophy
","muscular dystrophy, duchenne"
10449794,12,33,train,ataxia-telangiectasia,ataxia telangiectasia
10449794,89,110,train,ataxia-telangiectasia,ataxia telangiectasia
10449794,112,115,train,a-t,ataxia telangiectasia
10449794,216,222,train,cancer,neoplasms
10449794,228,245,train,neurodegeneration,neurodegenerative diseases
10449794,448,451,train,a-t,ataxia telangiectasia
10449794,518,521,train,a-t,ataxia telangiectasia
10449794,594,597,train,a-t,ataxia telangiectasia
10449794,865,868,train,a-t,ataxia telangiectasia
10465113,22,51,train,multiple epiphyseal dysplasia,osteochondrodysplasias
10465113,73,82,train,club foot,clubfoot
10465113,88,110,train,double layered patella,"epiphyseal dysplasia, multiple, 4"
10465113,191,212,train,diastrophic dysplasia,diastrophic dysplasia
10465113,271,290,train,recessive disorders,"genetic diseases, inborn"
10465113,291,309,train,achondrogenesis 1b,achondrogenesis type 1b
10465113,311,329,train,atelosteogenesis 2,atelosteogenesis type 2
10465113,335,356,train,diastrophic dysplasia,diastrophic dysplasia
10465113,699,728,train,multiple epiphyseal dysplasia,osteochondrodysplasias
10465113,749,758,train,club foot,clubfoot
10465113,763,776,train,hip dysplasia,"hip dislocation, congenital"
10465113,820,849,train,multiple epiphyseal dysplasia,osteochondrodysplasias
10465113,882,904,train,double layered patella,"epiphyseal dysplasia, multiple, 4"
10465113,940,952,train,cleft palate,cleft palate
10465113,954,979,train,swelling of the ear pinna,ear diseases
10465113,985,1002,train,hitch hiker thumb,thumb deformity
10465113,1189,1204,train,diastrophic dysplasia sulphate transporter gene disorders,"genetic diseases, inborn"
10465113,1234,1252,train,recessive disorder,"genetic diseases, inborn"
10465113,1323,1352,train,multiple epiphyseal dysplasia,osteochondrodysplasias
10465113,1414,1418,train,"epiphyseal dysplasia, multiple1","epiphyseal dysplasia, multiple, 1"
10465113,1455,1459,train,"epiphyseal dysplasia, multiple2","epiphyseal dysplasia, multiple, 2"
10465113,1624,1627,train,multiple epiphyseal dysplasia,osteochondrodysplasias
10465113,1629,1633,train,"epiphyseal dysplasia, multiple4","epiphyseal dysplasia, multiple, 4"
10466420,97,118,train,diastrophic dysplasia,diastrophic dysplasia
10466420,160,177,train,chondrodysplasias,osteochondrodysplasias
10466420,262,283,train,diastrophic dysplasia,diastrophic dysplasia
10466420,340,353,train,platyspondyly,spinal diseases
10466420,431,451,train,metatropic dysplasia,metatropic dwarfism
10470088,39,69,train,familial adenomatous polyposis,adenomatous polyposis coli
10470088,212,217,train,tumor,neoplasms
10470088,319,325,train,tumors,neoplasms
10470088,329,332,train,familial adenomatous polyposis,adenomatous polyposis coli
10470088,334,364,train,familial adenomatous polyposis,adenomatous polyposis coli
10470088,372,399,train,sporadic colorectal cancers,colorectal neoplasms
10470088,414,417,train,adenomatous polyposis coli,adenomatous polyposis coli
10470088,440,460,train,attenuated polyposis,attenuated familial adenomatous polyposis
10470088,594,597,train,adenomatous polyposis coli,adenomatous polyposis coli
10470088,680,683,train,familial adenomatous polyposis,adenomatous polyposis coli
10470088,707,710,train,adenomatous polyposis coli,adenomatous polyposis coli
10470088,808,827,train,colorectal adenomas,adenoma
10470088,850,853,train,familial adenomatous polyposis,adenomatous polyposis coli
10470088,988,991,train,adenomatous polyposis coli,adenomatous polyposis coli
10470088,1233,1236,train,adenomatous polyposis coli,adenomatous polyposis coli
10470088,1268,1280,train,"fibromatoses, aggressive desmoids","fibromatosis, aggressive"
10470088,1317,1322,train,tumor,neoplasms
10470088,1450,1456,train,tumors,neoplasms
10470088,1515,1521,train,tumors,neoplasms
10470286,24,42,train,neurofibrosarcomas,neurofibrosarcoma
10470286,129,134,train,tumor,neoplasms
10470286,233,245,train,solid tumors,neoplasms
10470286,268,283,train,gastric cancers,stomach neoplasms
10470286,287,305,train,esophageal cancers,esophageal neoplasms
10470286,310,337,train,bone and soft tissue tumors,bone neoplasms|soft tissue neoplasms
10470286,368,386,train,neurofibrosarcomas,neurofibrosarcoma
10470286,414,419,train,tumor,neoplasms
10470286,448,466,train,esophageal cancers,esophageal neoplasms
10470286,470,476,train,glioma,glioma
10470286,477,490,train,glioblastomas,glioblastoma
10470286,830,847,train,neurofibrosarcoma,neurofibrosarcoma
10470286,965,982,train,neurofibrosarcoma,neurofibrosarcoma
10470286,1125,1142,train,neurofibrosarcoma,neurofibrosarcoma
10470286,1324,1341,train,neurofibrosarcoma,neurofibrosarcoma
10470286,1449,1466,train,neurofibrosarcoma,neurofibrosarcoma
10471457,59,74,train,hemochromatosis,hemochromatosis
10471457,105,131,train,hereditary hemochromatosis,hemochromatosis
10471457,194,209,train,hemochromatosis,hemochromatosis
10471457,281,301,train,excess iron deposits,iron overload
10471457,1357,1372,train,hemochromatosis,hemochromatosis
10471457,1724,1740,train,hepatic fibrosis,liver cirrhosis
10471457,1770,1799,train,excessive alcohol consumption,alcoholic intoxication
10471457,1805,1814,train,cirrhosis,liver cirrhosis
10471457,1824,1848,train,microvesicular steatosis,fatty liver
10471457,1950,1976,train,hereditary hemochromatosis,hemochromatosis
10471457,1986,1998,train,hepatomegaly,hepatomegaly
10471457,2000,2017,train,skin pigmentation,pigmentation disorders
10471457,2023,2032,train,arthritis,arthritis
10471457,2252,2267,train,hemochromatosis,hemochromatosis
10472529,159,178,train,recessive disorders,"genetic diseases, inborn"
10472529,427,442,train,phenylketonuria,phenylketonurias
10480214,15,57,train,x-linked emery-dreifuss muscular dystrophy,"muscular dystrophy, emery-dreifuss"
10480214,110,146,train,contractures of the achilles tendons,contracture
10480214,219,245,train,contractures of the elbows,contracture
10480214,250,269,train,cardiac abnormality,cardiovascular abnormalities
10480214,608,650,train,x-linked emery-dreifuss muscular dystrophy,"muscular dystrophy, emery-dreifuss"
10480214,652,656,train,emery-dreifuss muscular dystrophy,"muscular dystrophy, emery-dreifuss"
10480214,783,787,train,emery-dreifuss muscular dystrophy,"muscular dystrophy, emery-dreifuss"
10480214,840,860,train,sudden cardiac death,"death, sudden, cardiac"
10480348,0,34,train,duchenne/becker muscular dystrophy,"muscular dystrophy, duchenne|becker's muscular dystrophy"
10480348,178,216,train,duchenne and becker muscular dystrophy,"muscular dystrophy, duchenne|becker's muscular dystrophy"
10480348,218,221,train,"duchenne muscular dystrophy
","muscular dystrophy, duchenne"
10480348,222,225,train,becker's muscular dystrophy,becker's muscular dystrophy
10480348,320,323,train,"duchenne muscular dystrophy
","muscular dystrophy, duchenne"
10480348,671,674,train,"duchenne muscular dystrophy
","muscular dystrophy, duchenne"
10480348,675,678,train,becker's muscular dystrophy,becker's muscular dystrophy
10480348,855,858,train,"duchenne muscular dystrophy
","muscular dystrophy, duchenne"
10480348,859,862,train,becker's muscular dystrophy,becker's muscular dystrophy
10480348,1091,1102,train,"duchenne muscular dystrophy
 defects","muscular dystrophy, duchenne"
10480348,1388,1402,train,muscle disease,muscular diseases
10484765,29,47,train,myotonic dystrophy,myotonic dystrophy
10484765,49,51,train,myotonic dystrophy,myotonic dystrophy
10484765,108,126,train,myotonic dystrophy,myotonic dystrophy
10484765,128,130,train,myotonic dystrophy,myotonic dystrophy
10484765,215,217,train,myotonic dystrophy,myotonic dystrophy
10484765,314,316,train,myotonic dystrophy,myotonic dystrophy
10484765,413,415,train,myotonic dystrophy,myotonic dystrophy
10484765,696,698,train,myotonic dystrophy,myotonic dystrophy
10484765,1560,1562,train,myotonic dystrophy,myotonic dystrophy
10484765,1630,1653,train,myotonic dystrophy protein kinase haploinsufficiency,sotos syndrome
10484772,0,14,train,coats' disease,retinal telangiectasis
10484772,30,63,train,unilateral retinal telangiectasis,retinal telangiectasis
10484772,152,165,train,coats disease,retinal telangiectasis
10484772,186,223,train,abnormal retinal vascular development,retinal telangiectasis
10484772,235,257,train,retinal telangiectasis,retinal telangiectasis
10484772,284,330,train,intraretinal and subretinal lipid accumulation,hyperlipidemias
10484772,332,360,train,exudative retinal detachment,retinal detachment
10484772,385,398,train,coats disease,retinal telangiectasis
10484772,498,511,train,coats disease,retinal telangiectasis
10484772,544,558,train,norrie disease,norrie disease
10484772,715,728,train,coats disease,retinal telangiectasis
10484772,849,869,train,coats telangiectasis,retinal telangiectasis
10484772,938,958,train,deficiency of norrin,norrie disease
10484981,71,91,train,li-fraumeni syndrome,li-fraumeni syndrome
10484981,100,120,train,li-fraumeni syndrome,li-fraumeni syndrome
10484981,127,154,train,autosomal dominant disorder,"genetic diseases, inborn"
10484981,197,203,train,cancer,neoplasms
10484981,300,307,train,cancers,neoplasms
10484981,344,364,train,li-fraumeni syndrome,li-fraumeni syndrome
10484981,519,525,train,cancer,neoplasms
10484981,569,589,train,li-fraumeni syndrome,li-fraumeni syndrome
10484981,789,794,train,tumor,neoplasms
10484981,825,833,train,seminoma,seminoma
10484981,850,865,train,medulloblastoma,medulloblastoma
10484981,1049,1057,train,seminoma,seminoma
10484981,1127,1132,train,tumor,neoplasms
10484981,1371,1391,train,li-fraumeni syndrome,li-fraumeni syndrome
10484981,1598,1606,train,seminoma,seminoma
10484981,1607,1622,train,medulloblastoma,medulloblastoma
10484981,1675,1688,train,tumorogenesis,"cell transformation, neoplastic"
10484981,1753,1758,train,tumor,neoplasms
10487695,80,103,train,iodide transport defect,thyroid dyshormonogenesis 1
10487695,180,205,train,congenital hypothyroidism,congenital hypothyroidism
10487695,216,239,train,iodide transport defect,thyroid dyshormonogenesis 1
10487695,368,393,train,congenital hypothyroidism,congenital hypothyroidism
10487695,1149,1172,train,iodide transport defect,thyroid dyshormonogenesis 1
10487695,1507,1532,train,congenital hypothyroidism,congenital hypothyroidism
10487695,1543,1566,train,iodide transport defect,thyroid dyshormonogenesis 1
10487710,22,66,train,familial neurohypophyseal diabetes insipidus,"diabetes insipidus, neurohypophyseal"
