pmid,start,end,mention,set,concept,code
3693336,239,244,manic,train,bipolar disorder,bipolar disorder
3693336,46,51,mania,train,bipolar disorder,bipolar disorder
3693336,57,66,depressed,train,depressive disorder,depressive disorder
3703509,0,27,hyperglycemic acidotic coma,dev,"hyperglycemia|acidosis, lactic|coma","hyperglycemia|acidosis, lactic|coma"
3703509,157,178,kearns-sayre syndrome,dev,kearns-sayre syndrome,kearns-sayre syndrome
3703509,245,253,lethargy,dev,lethargy,lethargy
3703509,266,276,somnolence,dev,disorders of excessive somnolence,disorders of excessive somnolence
3703509,278,288,polydipsia,dev,polydipsia,polydipsia
3703509,290,300,polyphagia,dev,hyperphagia,hyperphagia
3703509,306,314,polyuria,dev,polyuria,polyuria
3703509,367,371,coma,dev,coma,coma
3703509,373,384,hypotension,dev,hypotension,hypotension
3703509,393,406,hyperglycemia,dev,hyperglycemia,hyperglycemia
3703509,41,62,kearns-sayre syndrome,dev,kearns-sayre syndrome,kearns-sayre syndrome
3703509,412,420,acidosis,dev,acidosis,acidosis
3703509,433,448,lactic acidosis,dev,"acidosis, lactic","acidosis, lactic"
3703509,472,479,ketosis,dev,ketosis,ketosis
3703509,542,561,respiratory failure,dev,respiratory insufficiency,respiratory insufficiency
3703509,713,740,metabolic-endocrine failure,dev,-1,NA
3703509,748,769,kearns-sayre syndrome,dev,kearns-sayre syndrome,kearns-sayre syndrome
3708328,1132,1143,convulsions,test,seizures,seizures
3708328,1229,1236,seizure,test,seizures,seizures
3708328,1491,1499,seizures,test,seizures,seizures
3708328,1748,1756,seizures,test,seizures,seizures
3708328,18,26,seizures,test,seizures,seizures
3708328,1870,1882,brain damage,test,brain injuries,brain injuries
3708328,2011,2022,convulsions,test,seizures,seizures
3708328,2126,2134,seizures,test,seizures,seizures
3708328,231,253,temporal lobe epilepsy,test,"epilepsy, temporal lobe","epilepsy, temporal lobe"
3708328,329,339,convulsive,test,seizures,seizures
3708328,413,421,seizures,test,seizures,seizures
3708328,605,613,seizures,test,seizures,seizures
3708328,978,986,seizures,test,seizures,seizures
3708328,991,1009,status epilepticus,test,status epilepticus,status epilepticus
3708922,184,198,renal toxicity,dev,kidney diseases,kidney diseases
3708922,26,40,nephrotoxicity,dev,kidney diseases,kidney diseases
3708922,427,438,nephrotoxic,dev,kidney diseases,kidney diseases
3708922,617,625,toxicity,dev,drug-related side effects and adverse reactions,drug-related side effects and adverse reactions
3708922,694,708,nephrotoxicity,dev,kidney diseases,kidney diseases
3708922,720,734,nephrotoxicity,dev,kidney diseases,kidney diseases
3711722,1278,1301,coronary artery disease,test,coronary artery disease,coronary artery disease
3711722,1468,1484,coronary disease,test,coronary disease,coronary disease
3711722,291,304,heart failure,test,heart failure,heart failure
3711722,348,362,cardiomyopathy,test,cardiomyopathies,cardiomyopathies
3711722,551,564,heart failure,test,heart failure,heart failure
3711722,78,91,heart failure,test,heart failure,heart failure
3711722,829,846,rheumatic disease,test,rheumatic diseases,rheumatic diseases
3711722,858,881,myxomatous degeneration,test,-1,NA
3711722,999,1015,coronary disease,test,coronary disease,coronary disease
3714122,1114,1125,cord damage,train,spinal cord diseases,spinal cord diseases
3714122,127,145,neuropathic damage,train,nervous system diseases,nervous system diseases
3714122,1294,1312,neuropathic damage,train,nervous system diseases,nervous system diseases
3714122,164,174,neurotoxic,train,neurotoxicity syndromes,neurotoxicity syndromes
3714122,187,197,neuropathy,train,nervous system diseases,nervous system diseases
3714122,24,34,neurotoxic,train,neurotoxicity syndromes,neurotoxicity syndromes
3714122,315,325,neurotoxic,train,neurotoxicity syndromes,neurotoxicity syndromes
3714122,548,559,cord damage,train,spinal cord diseases,spinal cord diseases
3714122,75,93,neuropathic damage,train,nervous system diseases,nervous system diseases
3719553,0,17,allergic reaction,train,drug hypersensitivity,drug hypersensitivity
3719553,186,214,carcinoma of the oral cavity,train,mouth neoplasms,mouth neoplasms
3719553,216,225,cirrhosis,train,fibrosis,fibrosis
3719553,249,272,impaired renal function,train,kidney diseases,kidney diseases
3719553,451,468,allergic reaction,train,drug hypersensitivity,drug hypersensitivity
3719553,49,66,allergic reaction,train,drug hypersensitivity,drug hypersensitivity
3719553,81,100,angioneurotic edema,train,angioedema,angioedema
3732088,1376,1399,ischaemic heart disease,dev,myocardial ischemia,myocardial ischemia
3732088,163,182,cardiac arrhythmias,dev,"arrhythmias, cardiac","arrhythmias, cardiac"
3732088,215,238,coronary artery disease,dev,coronary artery disease,coronary artery disease
3732088,25,36,arrhythmias,dev,"arrhythmias, cardiac","arrhythmias, cardiac"
3732088,358,370,hypertension,dev,hypertension,hypertension
3732088,381,404,coronary artery disease,dev,coronary artery disease,coronary artery disease
3732088,40,52,hypertensive,dev,hypertension,hypertension
3732088,53,69,coronary disease,dev,coronary disease,coronary disease
3732088,958,983,ventricular ectopic beats,dev,ventricular premature complexes,ventricular premature complexes
3746148,1106,1116,depression,test,depressive disorder,depressive disorder
3746148,1300,1319,myocardial ischemia,test,myocardial ischemia,myocardial ischemia
3746148,1492,1515,coronary artery disease,test,coronary artery disease,coronary artery disease
3746148,234,257,coronary artery disease,test,coronary artery disease,coronary artery disease
3746148,26,49,coronary artery disease,test,coronary artery disease,coronary artery disease
3746148,425,446,myocardial infarction,test,myocardial infarction,myocardial infarction
3746148,452,454,myocardial infarction,test,myocardial infarction,myocardial infarction
3746148,471,490,anterior infarction,test,anterior wall myocardial infarction,anterior wall myocardial infarction
3746148,492,498,anterior infarction,test,anterior wall myocardial infarction,anterior wall myocardial infarction
3746148,515,534,inferior infarction,test,inferior wall myocardial infarction,inferior wall myocardial infarction
3746148,536,542,inferior infarction myocardial infarction,test,inferior wall myocardial infarction,inferior wall myocardial infarction
3746148,688,696,ischemic,test,ischemia,ischemia
3746148,708,718,depression,test,depressive disorder,depressive disorder
3746148,768,770,myocardial infarction,test,myocardial infarction,myocardial infarction
3746148,789,795,anterior infarction,test,anterior wall myocardial infarction,anterior wall myocardial infarction
3746148,814,820,inferior infarction myocardial infarction,test,inferior wall myocardial infarction,inferior wall myocardial infarction
3746148,880,890,depression,test,depressive disorder,depressive disorder
3746148,922,924,myocardial infarction,test,myocardial infarction,myocardial infarction
3746148,943,949,anterior infarction,test,anterior wall myocardial infarction,anterior wall myocardial infarction
3746148,968,974,inferior infarction myocardial infarction,test,inferior wall myocardial infarction,inferior wall myocardial infarction
3750012,0,17,myasthenia gravis,train,myasthenia gravis,myasthenia gravis
3750012,163,180,myasthenia gravis,train,myasthenia gravis,myasthenia gravis
3750012,229,249,rheumatoid arthritis,train,"arthritis, rheumatoid","arthritis, rheumatoid"
3750012,70,90,rheumatoid arthritis,train,"arthritis, rheumatoid","arthritis, rheumatoid"
3762968,152,160,diabetic,dev,diabetes mellitus,diabetes mellitus
3762968,183,208,wernicke's encephalopathy,dev,wernicke encephalopathy,wernicke encephalopathy
3762968,396,423,wernicke-korsakoff syndrome,dev,korsakoff syndrome,korsakoff syndrome
3762968,48,73,wernicke's encephalopathy,dev,wernicke encephalopathy,wernicke encephalopathy
3762968,493,501,diabetic,dev,diabetes mellitus,diabetes mellitus
3762968,534,559,wernicke's encephalopathy,dev,wernicke encephalopathy,wernicke encephalopathy
3762968,648,656,diabetic,dev,diabetes mellitus,diabetes mellitus
3762968,685,710,wernicke's encephalopathy,dev,wernicke encephalopathy,wernicke encephalopathy
3762968,825,852,wernicke-korsakoff syndrome,dev,korsakoff syndrome,korsakoff syndrome
3762968,893,918,wernicke's encephalopathy,dev,wernicke encephalopathy,wernicke encephalopathy
3769769,0,11,bradycardia,dev,bradycardia,bradycardia
3769769,199,210,bradycardia,dev,bradycardia,bradycardia
3769769,349,360,psychiatric,dev,mental disorders,mental disorders
3769769,60,73,schizophrenic,dev,schizophrenia,schizophrenia
3780697,103,122,respiratory failure,dev,respiratory insufficiency,respiratory insufficiency
3780697,15,23,rigidity,dev,muscle rigidity,muscle rigidity
3780697,83,91,rigidity,dev,muscle rigidity,muscle rigidity
3780814,1112,1126,carcinogenesis,dev,carcinogenesis,carcinogenesis
3780814,1324,1344,precancerous lesions,dev,precancerous conditions,precancerous conditions
3780814,223,237,carcinogenesis,dev,carcinogenesis,carcinogenesis
3780814,437,457,hepatocarcinogenesis,dev,carcinogenesis,carcinogenesis
3780814,5,17,carcinogenic,dev,carcinogenesis,carcinogenesis
3780814,539,557,preneoplastic foci,dev,precancerous conditions,precancerous conditions
3780814,994,999,tumor,dev,neoplasms,neoplasms
3780846,1116,1124,rigidity,train,muscle rigidity,muscle rigidity
3780846,1189,1197,rigidity,train,muscle rigidity,muscle rigidity
3780846,1326,1334,rigidity,train,muscle rigidity,muscle rigidity
3780846,141,158,muscular rigidity,train,muscle rigidity,muscle rigidity
3780846,1584,1592,rigidity,train,muscle rigidity,muscle rigidity
3780846,294,302,rigidity,train,muscle rigidity,muscle rigidity
3780846,505,513,rigidity,train,muscle rigidity,muscle rigidity
3780846,57,74,muscular rigidity,train,muscle rigidity,muscle rigidity
3780846,608,616,akinetic,train,hypokinesia,hypokinesia
3780846,675,683,rigidity,train,muscle rigidity,muscle rigidity
3780846,760,768,akinetic,train,hypokinesia,hypokinesia
3780846,772,784,hyperkinetic,train,hyperkinesis,hyperkinesis
3780846,863,871,rigidity,train,muscle rigidity,muscle rigidity
3782049,122,133,psychiatric,train,mental disorders,mental disorders
3782049,18,32,rhabdomyolysis,train,rhabdomyolysis,rhabdomyolysis
3782049,255,269,rhabdomyolysis,train,rhabdomyolysis,rhabdomyolysis
3782049,299,312,schizophrenic,train,schizophrenia,schizophrenia
3782049,355,369,rhabdomyolysis,train,rhabdomyolysis,rhabdomyolysis
3782049,385,404,acute renal failure,train,acute kidney injury,acute kidney injury
3782049,69,83,rhabdomyolysis,train,rhabdomyolysis,rhabdomyolysis
3798047,0,11,bradycardia,test,bradycardia,bradycardia
3798047,321,332,bradycardia,test,bradycardia,bradycardia
3798047,480,497,sinus bradycardia,test,sick sinus syndrome,sick sinus syndrome
3798047,718,731,heart disease,test,heart diseases,heart diseases
3798047,99,119,rheumatoid arthritis,test,"arthritis, rheumatoid","arthritis, rheumatoid"
3800626,0,42,compression neuropathy of the radial nerve,train,nerve compression syndromes|radial neuropathy,nerve compression syndromes|radial neuropathy
3800626,185,207,compression neuropathy,train,nerve compression syndromes,nerve compression syndromes
3800626,263,271,myopathy,train,muscular diseases,muscular diseases
3800626,365,381,fibrous myopathy,train,fibrosis|muscular diseases,fibrosis|muscular diseases
3800626,620,636,fibrous myopathy,train,fibrosis|muscular diseases,fibrosis|muscular diseases
3800626,70,86,fibrous myopathy,train,fibrosis|muscular diseases,fibrosis|muscular diseases
3800626,88,104,fibrous myopathy,train,fibrosis|muscular diseases,fibrosis|muscular diseases
3812624,13,31,downbeat nystagmus,test,"nystagmus, pathologic","nystagmus, pathologic"
3812624,335,353,downbeat nystagmus,test,"nystagmus, pathologic","nystagmus, pathologic"
3812624,36,47,oscillopsia,test,ocular motility disorders,ocular motility disorders
3812624,392,401,nystagmus,test,"nystagmus, pathologic","nystagmus, pathologic"
3812624,635,653,downbeat nystagmus,test,"nystagmus, pathologic","nystagmus, pathologic"
3812624,79,97,downbeat nystagmus,test,"nystagmus, pathologic","nystagmus, pathologic"
3827439,114,128,sporotrichosis,train,sporotrichosis,sporotrichosis
3827439,139,158,acute renal failure,train,acute kidney injury,acute kidney injury
3827439,21,40,acute renal failure,train,acute kidney injury,acute kidney injury
3827439,268,281,renal failure,train,renal insufficiency,renal insufficiency
3827439,370,387,renal dysfunction,train,kidney diseases,kidney diseases
3827439,536,555,acute renal failure,train,acute kidney injury,acute kidney injury
3827439,87,96,cirrhosis,train,fibrosis,fibrosis
3828020,0,19,cerebral infarction,train,cerebral infarction,cerebral infarction
3828020,309,317,seizures,train,seizures,seizures
3828020,319,343,intracerebral hemorrhage,train,cerebral hemorrhage,cerebral hemorrhage
3828020,345,370,neuropsychiatric symptoms,train,mental disorders,mental disorders
3828020,391,410,cerebral infarction,train,cerebral infarction,cerebral infarction
3828020,463,482,cerebral infarction,train,cerebral infarction,cerebral infarction
3831029,198,213,cardiac failure,test,heart failure,heart failure
3831029,60,75,cardiac failure,test,heart failure,heart failure
3831029,723,734,arrhythmias,test,"arrhythmias, cardiac","arrhythmias, cardiac"
3831029,848,863,cardiac failure,test,heart failure,heart failure
3832950,119,127,epilepsy,test,epilepsy,epilepsy
3832950,133,149,infantile spasms,test,"spasms, infantile","spasms, infantile"
3832950,197,205,seizures,test,seizures,seizures
3832950,262,270,seizures,test,seizures,seizures
3832950,27,35,epilepsy,test,epilepsy,epilepsy
3832950,317,325,seizures,test,seizures,seizures
3832950,378,386,seizures,test,seizures,seizures
3832950,406,414,seizures,test,seizures,seizures
3832950,754,764,drowsiness,test,disorders of excessive somnolence,disorders of excessive somnolence
3832950,769,775,ataxia,test,ataxia,ataxia
3833372,304,316,hypertensive,test,hypertension,hypertension
3833372,756,768,hypertension,test,hypertension,hypertension
3833372,861,868,fatigue,test,fatigue,fatigue
3833372,870,879,dizziness,test,dizziness,dizziness
3833372,885,893,weakness,test,muscle weakness,muscle weakness
384871,0,26,bilateral optic neuropathy,dev,optic nerve diseases,optic nerve diseases
384871,235,267,bilateral retrobulbar neuropathy,dev,optic nerve diseases,optic nerve diseases
384871,314,321,scotoma,dev,scotoma,scotoma
384871,532,540,toxicity,dev,drug-related side effects and adverse reactions,drug-related side effects and adverse reactions
3856631,104,132,acute lymphoblastic leukemia,train,precursor cell lymphoblastic leukemia-lymphoma,precursor cell lymphoblastic leukemia-lymphoma
3856631,1053,1063,toxicities,train,drug-related side effects and adverse reactions,drug-related side effects and adverse reactions
3856631,1136,1147,neutropenia,train,neutropenia,neutropenia
3856631,1153,1162,mucositis,train,mucositis,mucositis
3856631,1186,1194,seizures,train,seizures,seizures
3856631,1199,1220,transient hemiparesis,train,paresis,paresis
3856631,1366,1394,acute lymphoblastic leukemia,train,precursor cell lymphoblastic leukemia-lymphoma,precursor cell lymphoblastic leukemia-lymphoma
3856631,147,164,meningeal disease,train,central nervous system diseases,central nervous system diseases
3856631,23,41,meningeal leukemia,train,meningeal neoplasms,meningeal neoplasms
3864191,11,22,nephropathy,test,kidney diseases,kidney diseases
3864191,1506,1518,renal damage,test,kidney diseases,kidney diseases
3864191,155,166,nephropathy,test,kidney diseases,kidney diseases
3864191,1610,1619,hematuria,test,hematuria,hematuria
3864191,2014,2050,pathological renal medullary lesions,test,acute kidney injury,acute kidney injury
3864191,2055,2086,deterioration of renal function,test,kidney diseases,kidney diseases
3864191,237,255,hyperbilirubinemia,test,hyperbilirubinemia,hyperbilirubinemia
3864191,421,439,papillary necrosis,test,kidney papillary necrosis,kidney papillary necrosis
3865016,140,168,acute t-lymphocytic leukemia,train,precursor t-cell lymphoblastic leukemia-lymphoma,precursor t-cell lymphoblastic leukemia-lymphoma
3865016,290,311,leukemic infiltration,train,leukemic infiltration,leukemic infiltration
3865016,367,376,confusion,train,confusion,confusion
3865016,393,411,hyperbilirubinemia,train,hyperbilirubinemia,hyperbilirubinemia
3865016,493,501,toxicity,train,drug-related side effects and adverse reactions,drug-related side effects and adverse reactions
3895875,119,140,myocardial infarction,test,myocardial infarction,myocardial infarction
3895875,1222,1233,hypotension,test,hypotension,hypotension
3895875,1324,1332,asystole,test,heart arrest,heart arrest
3895875,1467,1488,myocardial infarction,test,myocardial infarction,myocardial infarction
3895875,319,343,ventricular fibrillation,test,ventricular fibrillation,ventricular fibrillation
3895875,357,380,ventricular tachycardia,test,"tachycardia, ventricular","tachycardia, ventricular"
3895875,415,436,myocardial infarction,test,myocardial infarction,myocardial infarction
3895875,55,76,myocardial infarction,test,myocardial infarction,myocardial infarction
3895875,562,585,ventricular tachycardia,test,"tachycardia, ventricular","tachycardia, ventricular"
3895875,669,680,arrhythmias,test,"arrhythmias, cardiac","arrhythmias, cardiac"
3895875,855,876,myocardial infarction,test,myocardial infarction,myocardial infarction
3895875,939,949,infarction,test,infarction,infarction
3925479,159,168,catalepsy,test,catalepsy,catalepsy
3925479,262,271,catalepsy,test,catalepsy,catalepsy
3925479,334,343,catalepsy,test,catalepsy,catalepsy
3925479,460,469,catalepsy,test,catalepsy,catalepsy
3925479,55,64,catalepsy,test,catalepsy,catalepsy
3925479,600,609,catalepsy,test,catalepsy,catalepsy
3925479,704,713,catalepsy,test,catalepsy,catalepsy
3925479,801,810,catalepsy,test,catalepsy,catalepsy
3925479,998,1007,catalepsy,test,catalepsy,catalepsy
3934126,266,275,infection,dev,infection,infection
3934126,422,438,thrombophlebitis,dev,thrombophlebitis,thrombophlebitis
3934126,460,464,rash,dev,exanthema,exanthema
3934126,476,490,nephrotoxicity,dev,kidney diseases,kidney diseases
3934126,502,513,proteinuria,dev,proteinuria,proteinuria
3934126,528,539,ototoxicity,dev,hearing disorders,hearing disorders
3934126,581,597,thrombophlebitis,dev,thrombophlebitis,thrombophlebitis
3934126,655,669,nephrotoxicity,dev,kidney diseases,kidney diseases
3934126,674,685,ototoxicity,dev,hearing disorders,hearing disorders
3934126,854,864,infections,dev,infection,infection
3950060,1209,1220,nephrotoxic,dev,kidney diseases,kidney diseases
3950060,178,192,nephrotoxicity,dev,kidney diseases,kidney diseases
3950060,24,38,nephrotoxicity,dev,kidney diseases,kidney diseases
3950060,976,990,nephrotoxicity,dev,kidney diseases,kidney diseases
3952818,0,16,cardiac toxicity,dev,cardiotoxicity,cardiotoxicity
3952818,111,126,colon carcinoma,dev,colonic neoplasms,colonic neoplasms
3952818,137,147,metastasis,dev,neoplasm metastasis,neoplasm metastasis
3952818,162,172,chest pain,dev,chest pain,chest pain
3952818,289,308,prinzmetal's angina,dev,"angina pectoris, variant","angina pectoris, variant"
3952818,314,324,chest pain,dev,chest pain,chest pain
3952818,384,398,coronary spasm,dev,coronary vasospasm,coronary vasospasm
3952818,419,433,cardiotoxicity,dev,cardiotoxicity,cardiotoxicity
3952818,536,550,cardiotoxicity,dev,cardiotoxicity,cardiotoxicity
3952818,68,74,angina,dev,angina pectoris,angina pectoris
3961813,1019,1049,degenerating myelinated fibers,dev,nerve degeneration,nerve degeneration
3961813,106,116,neuropathy,dev,nervous system diseases,nervous system diseases
3961813,445,455,neuropathy,dev,nervous system diseases,nervous system diseases
3961813,582,592,neuropathy,dev,nervous system diseases,nervous system diseases
3961813,692,702,neurotoxic,dev,neurotoxicity syndromes,neurotoxicity syndromes
3962737,0,14,hepatotoxicity,dev,drug-induced liver injury,drug-induced liver injury
3962737,115,131,tachyarrhythmias,dev,tachycardia,tachycardia
3962737,230,251,cholestatic hepatitis,dev,cholestasis|drug-induced liver injury,cholestasis|drug-induced liver injury
3962737,319,333,hepatotoxicity,dev,drug-induced liver injury,drug-induced liver injury
3962737,404,418,hepatic injury,dev,drug-induced liver injury,drug-induced liver injury
3962737,458,467,steatosis,dev,fatty liver,fatty liver
3962737,492,511,alcoholic hepatitis,dev,"hepatitis, alcoholic","hepatitis, alcoholic"
3962737,513,534,cholestatic hepatitis,dev,cholestasis|drug-induced liver injury,cholestasis|drug-induced liver injury
3962737,552,574,cirrhosis of the liver,dev,liver cirrhosis,liver cirrhosis
3962737,725,743,cholestatic injury,dev,cholestasis,cholestasis
3962737,747,759,hepatomegaly,dev,hepatomegaly,hepatomegaly
3969369,1003,1018,prostate cancer,dev,prostatic neoplasms,prostatic neoplasms
3969369,199,223,prostate adenocarcinomas,dev,prostatic neoplasms,prostatic neoplasms
3969369,379,394,prostate cancer,dev,prostatic neoplasms,prostatic neoplasms
3969369,459,465,tumors,dev,neoplasms,neoplasms
3969369,504,510,tumors,dev,neoplasms,neoplasms
3969369,64,78,carcinogenesis,dev,carcinogenesis,carcinogenesis
3969369,666,681,prostate cancer,dev,prostatic neoplasms,prostatic neoplasms
3969369,766,781,prostate cancer,dev,prostatic neoplasms,prostatic neoplasms
3969369,878,889,prostatitis,dev,prostatitis,prostatitis
3970039,1000,1022,non-hodgkin's lymphoma,train,"lymphoma, non-hodgkin","lymphoma, non-hodgkin"
3970039,1071,1095,carcinoma of the bladder,train,urinary bladder neoplasms|carcinoma,urinary bladder neoplasms|carcinoma
3970039,1156,1176,rheumatoid arthritis,train,"arthritis, rheumatoid","arthritis, rheumatoid"
3970039,1264,1271,cancers,train,neoplasms,neoplasms
3970039,13,22,neoplasms,train,neoplasms,neoplasms
3970039,1329,1339,malignancy,train,neoplasms,neoplasms
3970039,1343,1363,rheumatoid arthritis,train,"arthritis, rheumatoid","arthritis, rheumatoid"
3970039,1523,1543,rheumatoid arthritis,train,"arthritis, rheumatoid","arthritis, rheumatoid"
3970039,203,223,rheumatoid arthritis,train,"arthritis, rheumatoid","arthritis, rheumatoid"
3970039,40,60,rheumatoid arthritis,train,"arthritis, rheumatoid","arthritis, rheumatoid"
3970039,447,456,synovitis,train,synovitis,synovitis
3970039,886,915,acute nonlymphocytic leukemia,train,"leukemia, myeloid, acute","leukemia, myeloid, acute"
3973521,324,340,qtc prolongation,dev,long qt syndrome,long qt syndrome
3973521,405,416,hypotension,dev,hypotension,hypotension
3975902,0,26,cardiovascular dysfunction,test,cardiovascular diseases,cardiovascular diseases
3975902,1868,1890,metabolic disturbances,test,metabolic diseases,metabolic diseases
3975902,1900,1916,hypersensitivity,test,drug hypersensitivity,drug hypersensitivity
3975902,196,208,hypertension,test,hypertension,hypertension
3975902,2020,2044,cardiomyopathic disorder,test,cardiomyopathies,cardiomyopathies
3975902,31,47,hypersensitivity,test,drug hypersensitivity,drug hypersensitivity
3975902,450,495,disturbances within the cardiovascular system,test,cardiovascular diseases,cardiovascular diseases
3975902,565,581,hypersensitivity,test,drug hypersensitivity,drug hypersensitivity
3985451,166,177,muscle tear,train,muscular diseases,muscular diseases
3985451,203,207,pain,train,pain,pain
3985451,222,233,contracture,train,contracture,contracture
3985451,27,37,hemorrhage,train,hemorrhage,hemorrhage
3985451,295,303,hematoma,train,hematoma,hematoma
3985451,316,332,nerve entrapment,train,nerve compression syndromes,nerve compression syndromes
3985451,349,368,femoral nerve palsy,train,femoral neuropathy,femoral neuropathy
3985451,373,409,partial loss of quadriceps functions,train,muscular diseases,muscular diseases
3985451,433,452,femoral nerve palsy,train,femoral neuropathy,femoral neuropathy
3985451,505,526,peripheral neuropathy,train,peripheral nervous system diseases,peripheral nervous system diseases
3985451,54,73,femoral nerve palsy,train,femoral neuropathy,femoral neuropathy
3985451,558,562,pain,train,pain,pain
3985451,606,634,motor and sensory impairment,train,hereditary sensory and motor neuropathy,hereditary sensory and motor neuropathy
3985451,648,659,contracture,train,contracture,contracture
3987172,120,132,hypertension,test,hypertension,hypertension
3987172,134,158,intracerebral hemorrhage,test,cerebral hemorrhage,cerebral hemorrhage
3987172,253,265,hypertension,test,hypertension,hypertension
3987172,54,66,hypertension,test,hypertension,hypertension
3987172,741,747,stroke,test,stroke,stroke
3987172,94,102,overdose,test,drug overdose,drug overdose
3990093,1141,1150,sclerosis,test,sclerosis,sclerosis
3990093,118,139,mesangial dysfunction,test,kidney diseases,kidney diseases
3990093,1394,1403,nephrosis,test,nephrosis,nephrosis
3990093,1423,1443,glomerular sclerosis,test,kidney diseases,kidney diseases
3990093,159,179,glomerular sclerosis,test,kidney diseases,kidney diseases
3990093,23,43,glomerular sclerosis,test,kidney diseases,kidney diseases
3990093,384,395,proteinuric,test,proteinuria,proteinuria
3990093,492,512,glomerular sclerosis,test,kidney diseases,kidney diseases
3990093,705,714,sclerosis,test,sclerosis,sclerosis
3990093,73,82,nephrosis,test,nephrosis,nephrosis
3997294,107,125,sinuatrial disease,train,cardiovascular diseases,cardiovascular diseases
3997294,17,49,pleural and pericardial effusion,train,pleural effusion|pericardial effusion,pleural effusion|pericardial effusion
3997294,262,295,supraventricular tachyarrhythmias,train,"tachycardia, supraventricular","tachycardia, supraventricular"
3997294,310,321,pneumonitis,train,pneumonia,pneumonia
3997294,323,356,pleural and pericardial effusions,train,pleural effusion|pericardial effusion,pleural effusion|pericardial effusion
3997294,378,403,proximal motor neuropathy,train,neuromuscular diseases,neuromuscular diseases
3997294,54,64,neuropathy,train,nervous system diseases,nervous system diseases
3997294,604,615,pneumonitis,train,pneumonia,pneumonia
4008111,132,154,primary cardiomyopathy,train,cardiomyopathies,cardiomyopathies
4008111,156,186,wolff-parkinson-white syndrome,train,wolff-parkinson-white syndrome,wolff-parkinson-white syndrome
4008111,19,35,sinoatrial block,train,sinoatrial block,sinoatrial block
4008111,191,219,supraventricular tachycardia,train,"tachycardia, supraventricular","tachycardia, supraventricular"
4008111,296,312,sinoatrial block,train,sinoatrial block,sinoatrial block
4008111,349,366,sinus bradycardia,train,sick sinus syndrome,sick sinus syndrome
4008111,49,65,sinoatrial block,train,sinoatrial block,sinoatrial block
4010471,342,350,seizures,test,seizures,seizures
4010471,38,46,seizures,test,seizures,seizures
4010471,534,541,seizure,test,seizures,seizures
4010471,583,590,seizure,test,seizures,seizures
4010471,737,744,seizure,test,seizures,seizures
4027862,145,153,delirium,train,delirium,delirium
4027862,20,28,delirium,train,delirium,delirium
4027862,212,220,delirium,train,delirium,delirium
4038130,453,472,muscle degeneration,dev,muscular diseases,muscular diseases
4038130,546,559,muscle damage,dev,muscular diseases,muscular diseases
4038130,750,758,diplopia,dev,diplopia,diplopia
4069770,103,122,acute renal failure,dev,acute kidney injury,acute kidney injury
4069770,11,22,nephropathy,dev,kidney diseases,kidney diseases
4069770,262,268,anuria,dev,anuria,anuria
4071154,111,124,renal failure,train,renal insufficiency,renal insufficiency
4071154,130,142,hyperkalemia,train,hyperkalemia,hyperkalemia
4071154,161,170,cirrhosis,train,fibrosis,fibrosis
4071154,172,179,ascites,train,ascites,ascites
4071154,185,198,cor pulmonale,train,pulmonary heart disease,pulmonary heart disease
4071154,21,40,renal insufficiency,train,renal insufficiency,renal insufficiency
4071154,379,387,oliguria,train,oliguria,oliguria
4071154,657,676,acute renal failure,train,acute kidney injury,acute kidney injury
4082192,141,155,nephrotoxicity,test,kidney diseases,kidney diseases
4082192,1443,1457,nephrotoxicity,test,kidney diseases,kidney diseases
4082192,1603,1625,renal tubular necrosis,test,"kidney tubular necrosis, acute","kidney tubular necrosis, acute"
4082192,231,247,tubular necrosis,test,"kidney tubular necrosis, acute","kidney tubular necrosis, acute"
4082192,487,501,nephrotoxicity,test,kidney diseases,kidney diseases
4082192,51,65,nephrotoxicity,test,kidney diseases,kidney diseases
4082192,607,621,nephrotoxicity,test,kidney diseases,kidney diseases
4082192,909,923,nephrotoxicity,test,kidney diseases,kidney diseases
4082192,936,950,nephrotoxicity,test,kidney diseases,kidney diseases
4082466,17,25,seizures,test,seizures,seizures
4082466,334,342,seizures,test,seizures,seizures
4082466,453,461,seizures,test,seizures,seizures
4082466,485,496,convulsions,test,seizures,seizures
4082466,85,93,seizures,test,seizures,seizures
4090988,1241,1258,hepatocarcinogens,dev,liver neoplasms,liver neoplasms
4090988,28,53,bladder and liver tumours,dev,urinary bladder neoplasms|liver neoplasms,urinary bladder neoplasms|liver neoplasms
4090988,543,553,papillomas,dev,papilloma,papilloma
4090988,665,683,bladder carcinomas,dev,urinary bladder neoplasms,urinary bladder neoplasms
4090988,716,731,bladder tumours,dev,urinary bladder neoplasms,urinary bladder neoplasms
4090988,860,871,hyperplasia,dev,hyperplasia,hyperplasia
4090988,945,960,bladder calculi,dev,urinary bladder calculi,urinary bladder calculi
4090988,977,984,tumours,dev,neoplasms,neoplasms
424937,1025,1040,hepatic failure,train,liver failure,liver failure
424937,12,26,hepatic injury,train,drug-induced liver injury,drug-induced liver injury
424937,1228,1247,fulminant hepatitis,train,"liver failure, acute","liver failure, acute"
424937,1342,1351,hepatitis,train,drug-induced liver injury,drug-induced liver injury
424937,1441,1460,hepatic dysfunction,train,liver diseases,liver diseases
